query_path,query_image,query_label,rank,base_path,base_image,base_label,similarity,is_relevant
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,27,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-20250506194857.jpg,nm-20250506194857.jpg,nm,0.8094699382781982,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,28,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54615631.jpg,nm-xgfafd54615631.jpg,nm,0.8085794448852539,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,29,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-dh981s3ad8aca7.jpg,nm-dh981s3ad8aca7.jpg,nm,0.8068903684616089,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,30,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-hfd673.jpg,nm-hfd673.jpg,nm,0.8068903684616089,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,31,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-jnb65tg8i0.jpg,nm-jnb65tg8i0.jpg,nm,0.8066404461860657,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,32,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54612136.png,nm-xgfafd54612136.png,nm,0.8059754371643066,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,33,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-84d5a6v2d2csnh.jpg,nm-84d5a6v2d2csnh.jpg,nm,0.804966926574707,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,34,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-ksdlkne23.jpg,nm-ksdlkne23.jpg,nm,0.8049182891845703,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,35,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-44104d104e9625cb.jpg,nm-44104d104e9625cb.jpg,nm,0.8036952614784241,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,36,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-48yy0boxbbnb9b.jpg,nm-48yy0boxbbnb9b.jpg,nm,0.8036952614784241,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,37,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-cagizc93754438.jpg,nm-cagizc93754438.jpg,nm,0.8036952614784241,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,38,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-sjajdoes8.jpg,nm-sjajdoes8.jpg,nm,0.8024480938911438,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,39,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-bcG3wMe9TsUFjO.jpg,nm-bcG3wMe9TsUFjO.jpg,nm,0.8012011051177979,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,40,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-asfkbqohf67uygi.jpg,nm-asfkbqohf67uygi.jpg,nm,0.7996113300323486,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,41,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xdkbshjb1256.jpg,nm-xdkbshjb1256.jpg,nm,0.798529863357544,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,42,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-sfhua91jic.png,nm-sfhua91jic.png,nm,0.7983458042144775,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,43,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-q1w2e3r4t5y6u7i8.jpg,nm-q1w2e3r4t5y6u7i8.jpg,nm,0.796960175037384,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,44,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-w6PnHBqWFaiWBL.jpg,nm-w6PnHBqWFaiWBL.jpg,nm,0.7962967753410339,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,45,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-20260511140036_150_105(1).jpg,nm-20260511140036_150_105(1).jpg,nm,0.7954128980636597,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,46,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-1c2d3e4f5g6h.jpg,nm-1c2d3e4f5g6h.jpg,nm,0.7950009703636169,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,47,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-yivvjfd58.jpg,nm-yivvjfd58.jpg,nm,0.7949501872062683,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,48,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-cdBHf0M56cep3j.png,nm-cdBHf0M56cep3j.png,nm,0.7933681011199951,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,49,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54612131.jpg,nm-xgfafd54612131.jpg,nm,0.7916368842124939,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,50,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-65hkm55.jpg,nm-65hkm55.jpg,nm,0.7901516556739807,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,51,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-jklvqpzx54.jpg,nm-jklvqpzx54.jpg,nm,0.7901363372802734,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,52,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-nidsfusgu3213123.jpg,nm-nidsfusgu3213123.jpg,nm,0.7901135683059692,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,53,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-8j9k0l1m2n3o.jpg,nm-8j9k0l1m2n3o.jpg,nm,0.7889914512634277,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,54,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-svsfdvdrgv.jpg,nm-svsfdvdrgv.jpg,nm,0.7885883450508118,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,55,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-20240508180645.jpg,nm-20240508180645.jpg,nm,0.7884904146194458,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,56,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-7cc908a65ad610de88fee20ee86e9ec.jpg,nm-7cc908a65ad610de88fee20ee86e9ec.jpg,nm,0.7882274389266968,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,57,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-gunxfp37650896.jpg,nm-gunxfp37650896.jpg,nm,0.7876183390617371,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,58,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54617831.png,nm-xgfafd54617831.png,nm,0.7867832779884338,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,59,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-1y9821gh.jpg,nm-1y9821gh.jpg,nm,0.7856413125991821,1
D:\BJTU_CV_Exp2\dataset\query\nm-2egsd1x3e86s5f.jpg,nm-2egsd1x3e86s5f.jpg,nm,60,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-zjybjtunm030506001.jpg,nm-zjybjtunm030506001.jpg,nm,0.7845224142074585,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,1,D:\BJTU_CV_Exp2\dataset\base\BJTU\yk-2gvfjc.jpg,yk-2gvfjc.jpg,yk,0.8096834421157837,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,2,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-bytrm28896.jpg,nm-bytrm28896.jpg,nm,0.8050621151924133,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,3,D:\BJTU_CV_Exp2\dataset\base\util_pic\keble_000026.jpg,keble_000026.jpg,keble,0.8036577701568604,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,4,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_001026.jpg,oxford_001026.jpg,oxford,0.7986790537834167,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,5,D:\BJTU_CV_Exp2\dataset\base\BJTU\fhy-klhghgsakdg8r7.jpg,fhy-klhghgsakdg8r7.jpg,fhy,0.7930783629417419,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,6,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_002624.jpg,oxford_002624.jpg,oxford,0.7925806045532227,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,7,D:\BJTU_CV_Exp2\dataset\base\BJTU\sjz-ah893yeq3hf.jpg,sjz-ah893yeq3hf.jpg,sjz,0.7919790744781494,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,8,D:\BJTU_CV_Exp2\dataset\base\BJTU\yf-32668c02a0.jpg,yf-32668c02a0.jpg,yf,0.7918994426727295,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,9,D:\BJTU_CV_Exp2\dataset\base\BJTU\yf-d70eebef-ce5d-4ffe-bc09-00393a78751b.png,yf-d70eebef-ce5d-4ffe-bc09-00393a78751b.png,yf,0.790593683719635,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,10,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-8j9k0l1m2n3o.jpg,nm-8j9k0l1m2n3o.jpg,nm,0.790036678314209,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,11,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_001771.jpg,oxford_001771.jpg,oxford,0.7882183790206909,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,12,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-3c4d5e6f7g8h.jpg,sy-3c4d5e6f7g8h.jpg,sy,0.7856219410896301,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,13,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-6h7i8j9k0l1m.jpg,nm-6h7i8j9k0l1m.jpg,nm,0.7850511074066162,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,14,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54612132.jpg,nm-xgfafd54612132.jpg,nm,0.782514214515686,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,15,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-hfhjbdfhjv.jpg,nm-hfhjbdfhjv.jpg,nm,0.781439483165741,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,16,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-wjdnv729d5e8d5v8w2318f.png,nm-wjdnv729d5e8d5v8w2318f.png,nm,0.781439483165741,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,17,D:\BJTU_CV_Exp2\dataset\base\BJTU\zx-46hdbc.png,zx-46hdbc.png,zx,0.7808823585510254,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,18,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-9ea8f7d98c6e1f.jpg,nm-9ea8f7d98c6e1f.jpg,nm,0.7808487415313721,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,19,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-08qeur020r2083r0.jpg,sy-08qeur020r2083r0.jpg,sy,0.7806973457336426,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,20,D:\BJTU_CV_Exp2\dataset\base\BJTU\yf-2bhyu7.jpg,yf-2bhyu7.jpg,yf,0.7788202166557312,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,21,D:\BJTU_CV_Exp2\dataset\base\BJTU\yf-rwaqfgghgr32.jpg,yf-rwaqfgghgr32.jpg,yf,0.7771034240722656,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,22,D:\BJTU_CV_Exp2\dataset\base\util_pic\new_000184.jpg,new_000184.jpg,new,0.7770015597343445,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,23,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-3b998f2533705800dbc0a5.jpg,tsg-3b998f2533705800dbc0a5.jpg,tsg,0.7766319513320923,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,24,D:\BJTU_CV_Exp2\dataset\base\util_pic\keble_000169.jpg,keble_000169.jpg,keble,0.776476263999939,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,25,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_000601.jpg,oxford_000601.jpg,oxford,0.7753735780715942,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,26,D:\BJTU_CV_Exp2\dataset\base\BJTU\mh-92bajs.png,mh-92bajs.png,mh,0.7752596139907837,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,27,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-uacghfiu9387849fhau.jpg,nm-uacghfiu9387849fhau.jpg,nm,0.7746133804321289,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,28,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-6g7h8i9j0k1l.jpg,tsg-6g7h8i9j0k1l.jpg,tsg,0.7735840082168579,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,29,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-dsu324.jpg,nm-dsu324.jpg,nm,0.7733491659164429,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,30,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-202505072111591.jpg,nm-202505072111591.jpg,nm,0.7733491659164429,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,31,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-bdjfhjdfhj.jpg,sy-bdjfhjdfhj.jpg,sy,0.7731345891952515,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,32,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-hssbew234654.png,nm-hssbew234654.png,nm,0.7728937864303589,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,33,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_001486.jpg,oxford_001486.jpg,oxford,0.7726343870162964,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,34,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-20250506195000.jpg,tsg-20250506195000.jpg,tsg,0.7726194858551025,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,35,D:\BJTU_CV_Exp2\dataset\base\BJTU\ty-968d14018df8e4.jpg,ty-968d14018df8e4.jpg,ty,0.7725276350975037,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,36,D:\BJTU_CV_Exp2\dataset\base\BJTU\mh-83jsnd.png,mh-83jsnd.png,mh,0.772476315498352,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,37,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_001349.jpg,oxford_001349.jpg,oxford,0.7723277807235718,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,38,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-n22sbfji3i.jpg,tsg-n22sbfji3i.jpg,tsg,0.7722607851028442,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,39,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-20240508152052.jpg,sy-20240508152052.jpg,sy,0.772209882736206,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,40,D:\BJTU_CV_Exp2\dataset\base\BJTU\sjz-fnaib4i2t2t.jpg,sjz-fnaib4i2t2t.jpg,sjz,0.7719652652740479,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,41,D:\BJTU_CV_Exp2\dataset\base\util_pic\keble_000253.jpg,keble_000253.jpg,keble,0.771880567073822,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,42,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-hx17z5dh9zx5m1.jpg,nm-hx17z5dh9zx5m1.jpg,nm,0.7714935541152954,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,43,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-hiq3u89i648w43cw4e5wr6.png,nm-hiq3u89i648w43cw4e5wr6.png,nm,0.7714935541152954,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,44,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_000585.jpg,oxford_000585.jpg,oxford,0.7713475823402405,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,45,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-7g8h9i0j1k2l.jpg,sy-7g8h9i0j1k2l.jpg,sy,0.7710678577423096,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,46,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-ebb281c18c88617bcb4d1b064ef0686.jpg,tsg-ebb281c18c88617bcb4d1b064ef0686.jpg,tsg,0.7699966430664062,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,47,D:\BJTU_CV_Exp2\dataset\base\BJTU\sy-01f66b09be.jpg,sy-01f66b09be.jpg,sy,0.7696443200111389,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,48,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-FeOvSl1FvqEYaT.jpg,tsg-FeOvSl1FvqEYaT.jpg,tsg,0.7694998979568481,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,49,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-c45vvu0w2oamh7.jpg,tsg-c45vvu0w2oamh7.jpg,tsg,0.7694491744041443,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,50,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-wqpe2kewe2.jpg,nm-wqpe2kewe2.jpg,nm,0.7689911127090454,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,51,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_003153.jpg,oxford_003153.jpg,oxford,0.7689223289489746,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,52,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_002821.jpg,oxford_002821.jpg,oxford,0.7686169147491455,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,53,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-opop1ei3.png,nm-opop1ei3.png,nm,0.7679594159126282,1
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,54,D:\BJTU_CV_Exp2\dataset\base\BJTU\mh-xkboi60141.png,mh-xkboi60141.png,mh,0.7671455144882202,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,55,D:\BJTU_CV_Exp2\dataset\base\util_pic\oxford_002922.jpg,oxford_002922.jpg,oxford,0.7671018838882446,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,56,D:\BJTU_CV_Exp2\dataset\base\BJTU\yf-20250506194945.jpg,yf-20250506194945.jpg,yf,0.7668463587760925,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,57,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-ndajood2s.jpg,tsg-ndajood2s.jpg,tsg,0.7665764689445496,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,58,D:\BJTU_CV_Exp2\dataset\base\util_pic\cornmarket_000019.jpg,cornmarket_000019.jpg,cornmarket,0.7655576467514038,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,59,D:\BJTU_CV_Exp2\dataset\base\BJTU\tsg-dkp95H0SXSIlEo.jpg,tsg-dkp95H0SXSIlEo.jpg,tsg,0.7652671337127686,0
D:\BJTU_CV_Exp2\dataset\query\nm-333999ddw.jpg,nm-333999ddw.jpg,nm,60,D:\BJTU_CV_Exp2\dataset\base\BJTU\ty-wo41beejajg6t0.jpg,ty-wo41beejajg6t0.jpg,ty,0.7651556730270386,0
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,1,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-xgfafd54612132.jpg,nm-xgfafd54612132.jpg,nm,0.8792141079902649,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,2,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-8j9k0l1m2n3o.jpg,nm-8j9k0l1m2n3o.jpg,nm,0.8763166666030884,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,3,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-V9W3X7Y1Z5A2B4.png,nm-V9W3X7Y1Z5A2B4.png,nm,0.8692368268966675,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,4,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-cdBHf0M56cep3j.png,nm-cdBHf0M56cep3j.png,nm,0.8685745000839233,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,5,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-202505072111591.jpg,nm-202505072111591.jpg,nm,0.8679789304733276,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,6,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-dsu324.jpg,nm-dsu324.jpg,nm,0.8679789304733276,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,7,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-ilove77.png,nm-ilove77.png,nm,0.8663787841796875,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,8,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-chifbeewk3424.jpg,nm-chifbeewk3424.jpg,nm,0.8660919666290283,1
D:\BJTU_CV_Exp2\dataset\query\nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm-3617a693-2630-4559-85a9-40ba5fe22814.png,nm,9,D:\BJTU_CV_Exp2\dataset\base\BJTU\nm-t3u49utn3.jpg,nm-t3u49utn3.jpg,nm,0.8594192266464233,1
